"Group1","Group2","Heterogeneous.Selection_Relative.Diff","Heterogeneous.Selection_Cohen.d","Heterogeneous.Selection_Effect.Size","Heterogeneous.Selection_P.value","Homogeneous.Selection_Relative.Diff","Homogeneous.Selection_Cohen.d","Homogeneous.Selection_Effect.Size","Homogeneous.Selection_P.value","Dispersal.Limitation_Relative.Diff","Dispersal.Limitation_Cohen.d","Dispersal.Limitation_Effect.Size","Dispersal.Limitation_P.value","Homogenizing.Dispersal_Relative.Diff","Homogenizing.Dispersal_Cohen.d","Homogenizing.Dispersal_Effect.Size","Homogenizing.Dispersal_P.value","Drift.and.Others_Relative.Diff","Drift.and.Others_Cohen.d","Drift.and.Others_Effect.Size","Drift.and.Others_P.value","Stochasticity_Relative.Diff","Stochasticity_Cohen.d","Stochasticity_Effect.Size","Stochasticity_P.value"
"D0","D1_vs_D3","-0.985985543547954","-8.74678778690038","large","0","-0.570218371989991","-10.9996785025285","large","0","0.457420394973589","4.8031832473702","large","0.0066993300669933","0.633368381985267","3.73984567571898","large","0.0075992400759924","0.378053356003641","5.96295308638039","large","0","0.42625252943502","11.3646979758606","large","0"
"D0","D1_vs_D5","-0.996820861397337","-11.4749340546916","large","0","-0.49623149177499","-8.18896650606694","large","0","0.45900607351379","4.80496828619379","large","0.0066993300669933","-0.42766785586232","-2.26801477049357","large","0.0550944905509449","0.484847552556466","7.86230133711429","large","0","0.392578589280935","10.7192051823478","large","0"
"D0","D1_vs_D6","-0.997023948517477","-14.2917499777249","large","0","-0.483188128218876","-9.18588457447337","large","0","0.52524339617842","5.86972266744397","large","0.0031996800319968","-0.37019546878362","-2.11398300019335","large","0.0551944805519448","0.40025172564594","7.15201675986682","large","0","0.383509099420908","12.4997827544225","large","0"
"D0","D1_vs_D7","-0.997571379552112","-13.2787945330263","large","0","-0.418604339404609","-7.67687563249709","large","0","0.457819952885659","4.66948478564625","large","0.0065993400659934","-0.488411507886585","-3.69674328274112","large","0.0096990300969903","0.41370236689997","7.62986762590845","large","0","0.339834963312478","12.3153898130717","large","0"
"D0","D3_vs_D5","-0.78266714159835","-3.34167079102695","large","0.0017998200179982","-0.653958192331847","-14.2943337880349","large","0","0.774956803479859","9.04783689312254","large","0","0.963001848722261","6.87833111266769","large","0","0.389207778727086","5.07250965809094","large","0","0.579008998702812","14.3151122841006","large","0"
"D0","D3_vs_D6","-0.993181767369976","-4.98423569315185","large","0","-0.66455427154533","-18.9094640332308","large","0","0.880927124869915","10.8025295142343","large","0","0.986946673220532","7.0536244241792","large","0","0.437434707089283","7.15174884640043","large","0","0.648304684741691","20.3035177443905","large","0"
"D0","D3_vs_D7","-0.995768345630967","-5.0119232584171","large","0","-0.610848057133478","-14.9440868272041","large","0","0.78947166085905","8.99572535450553","large","0","0.992081475256755","7.0910223372278","large","0","0.318792410239196","5.20268259972026","large","0","0.548593462663969","16.8796071918579","large","0"
"D0","D5_vs_D6","-0.991020876129679","-4.12959228819256","large","0","-0.648683973437581","-19.6308365868589","large","0","0.764196322992022","9.09353420285766","large","0","0.984659548143104","7.03465579784744","large","0","0.427349971938457","7.10512183817434","large","0","0.596838900171291","19.921515357254","large","0"
"D0","D5_vs_D7","-0.995122922281762","-5.73064407043485","large","0","-0.600833656011731","-15.4210434086941","large","0","0.760710681604834","8.6938354736452","large","0","0.996259307322653","7.11979503621282","large","0","0.285850451179279","4.76891940418466","large","0","0.519768150485223","15.9875662220852","large","0"
"D0","D6_vs_D7","-0.996697543785713","-9.6981951519109","large","0","-0.595436181970768","-16.4421957337436","large","0","0.78888719336377","9.3853727003453","large","0","0.998457930298521","7.13548586527056","large","0","0.298870306358481","5.75769535154539","large","0","0.538021772322648","21.2622405342912","large","0"
"D1","D3","0.704810117349142","3.30084236241232","large","0.0104989501049895","-0.282158735477196","-5.24487800961149","large","0.0003999600039996","0.992553311127449","16.1702269870306","large","0","0.53421997859492","2.45627868747809","large","0","-0.190903156861347","-1.11651905576931","large","0.230576942305769","0.477768318600458","5.23466145960987","large","0.0003999600039996"
"D1","D5","0.450394458206911","1.80800481081906","large","0.103189681031897","-0.0759217139113575","-0.888159670515124","large","0.266673332666733","0.579960345882193","6.06731737871335","large","0","0.864440337729902","3.85759171759744","large","0","-0.380643081190845","-2.60134933339065","large","0.0358964103589641","0.0995541809352116","0.883042137015099","large","0.267873212678732"
"D1","D6","-0.991196589510582","-5.51956560698791","large","0","-0.210784872423827","-3.739399636737","large","0.0047995200479952","0.874769780794924","13.0877288398575","large","0","0.965602525887246","4.31713595375267","large","0","-0.162746858843962","-1.32653220906832","large","0.177282271772823","0.440270594444382","5.37101605662073","large","0"
"D1","D7","-0.99408387630585","-6.32502637199164","large","0","0.0817525884379053","1.41206565427463","large","0.157784221577842","0.605763185357278","6.20097940680037","large","0","0.9991898700851","4.45705154213608","large","0","-0.420588149888592","-3.95851312878935","large","0.0011998800119988","0.0723197052880569","0.8165691617873","large","0.278772122787721"
"D1","D0_vs_D1","-0.868923627441619","-10.6056357981139","large","0","0.219483890261861","4.56107080779803","large","0.0002999700029997","-0.524955386227762","-16.2168112352184","large","0","0.862623857870733","3.88237964854573","large","0","0.828591301329596","6.57472127255887","large","0","-0.206603631017172","-4.44396553513427","large","0.0004999500049995"
"D1","D0_vs_D3","-0.963469370500654","-9.26201029593368","large","0","0.346492215573188","6.79903088812419","large","0","-0.410580144188685","-6.46610723360814","large","0","-0.279744832833755","-1.30009977798482","large","0.131586841315868","0.0208824500568495","0.0210338832490089","negligible","0.483651634836516","-0.283062536227754","-6.38966337685721","large","0"
"D1","D0_vs_D5","-0.980649995637172","-11.8942984352738","large","0","0.439039586557484","7.68264132911704","large","0","-0.385049226062819","-5.6684773678478","large","0","-0.782119599784621","-5.64022117865424","large","0.0001999800019998","-0.0697212341399601","-0.573507773226533","medium","0.351964803519648","-0.325520970604032","-6.98673552211218","large","0"
"D1","D0_vs_D6","-0.982607623956342","-15.2964839734804","large","0","0.52358992633267","9.77802611608792","large","0","-0.360129525157295","-6.34973597566097","large","0","-0.71800409591101","-5.87777226551287","large","0.0014998500149985","-0.319721905616866","-3.22185369643024","large","0.0075992400759924","-0.366929283587206","-8.92751301170328","large","0"
"D1","D0_vs_D7","-0.986504456085685","-17.2857269690456","large","0","0.600519181570582","11.4980993389714","large","0","-0.258462594933728","-3.49000031342404","large","0.00999900009999","-0.847345468354767","-9.91006956715146","large","0","-0.428636380296462","-5.30333833536379","large","0","-0.396234389072735","-10.3207039390142","large","0"
"D1","D1_vs_D3","-0.971028202020933","-8.60082920633583","large","0","0.00718389611273244","0.105604622280284","negligible","0.465753424657534","0.357657639802585","4.02235992470964","large","0.0041995800419958","-0.335096615471149","-0.922616083845289","large","0.226577342265773","-0.284043653005506","-2.29591790785515","large","0.0498950104989501","0.0255310844158409","0.31811885024745","small","0.413458654134587"
"D1","D1_vs_D5","-0.993427832063343","-11.4323564295921","large","0","0.152995642886355","2.04643073134377","large","0.0666933306669333","0.359534873090734","4.0127880115237","large","0.0066993300669933","-0.860479958381909","-5.27469303063551","large","0","-0.135621601972635","-0.880445939019783","large","0.28017198280172","-0.0306899901561542","-0.191824866219523","negligible","0.452754724527547"
"D1","D1_vs_D6","-0.993847669895584","-14.241929247925","large","0","0.174372446258482","2.80713866819319","large","0.0236976302369763","0.437951086636921","5.51486948418731","large","0","-0.846469649998492","-5.70372465045262","large","0","-0.257544095911405","-2.14259001259093","large","0.0614938506149385","-0.0449499691716493","-0.591805099445596","medium","0.34016598340166"
"D1","D1_vs_D7","-0.994979362829746","-13.2414075387127","large","0","0.266086504659737","4.78921840363666","large","0.0004999500049995","0.35813066342879","3.83877896379389","large","0.0030996900309969","-0.875287718081007","-7.37550286823181","large","0","-0.240510924619157","-2.25480698668276","large","0.0503949605039496","-0.108132632170661","-1.91961013349687","large","0.0837916208379162"
"D1","D3_vs_D5","-0.550712245646414","-2.16968227316718","large","0.0446955304469553","-0.18901669772782","-3.27075536132015","large","0.0158984101589841","0.733578673691427","10.0504634851177","large","0","0.848228032300321","3.80427155564663","large","0","-0.270968699743549","-1.86892348705083","large","0.0878912108789121","0.284976988045304","3.28324048125994","large","0.0155984401559844"
"D1","D3_vs_D6","-0.985904807724277","-4.9431850384533","large","0","-0.213849660454476","-4.36127051189422","large","0.0021997800219978","0.859033493080102","12.9532559045926","large","0","0.946453295045077","4.23393437461942","large","0","-0.208471171484466","-1.69843509574567","large","0.111588841115888","0.402670739204628","5.28575683791433","large","0.0004999500049995"
"D1","D3_vs_D7","-0.991251987837247","-4.9867825873439","large","0","-0.0879838195326479","-1.45199489782121","large","0.151484851514849","0.750762341600257","9.85284881666941","large","0","0.96751702341722","4.32493622129396","large","0","-0.346327530764191","-3.34426539042401","large","0.0068993100689931","0.233318382227842","2.9331146217548","large","0.0185981401859814"
"D1","D5_vs_D6","-0.981437641645961","-4.08754619048802","large","0","-0.1766560425671","-3.69836130523723","large","0.0048995100489951","0.720839690564556","10.1621061501537","large","0","0.937071164819951","4.1871843818128","large","0","-0.222410503028451","-1.72099540349934","large","0.108389161083892","0.315259796493858","4.37920655454838","large","0.0016998300169983"
"D1","D5_vs_D7","-0.989917717403848","-5.69888397003488","large","0","-0.0645140771141804","-0.967919228076767","large","0.25007499250075","0.716713153011898","9.41776184251169","large","0","0.984655117388464","4.39520539251312","large","0","-0.376479831155221","-3.97563039355142","large","0.0012998700129987","0.184360657547091","2.27549736526411","large","0.0502949705029497"
"D1","D6_vs_D7","-0.993172900097664","-9.66160117713058","large","0","-0.0518645612907447","-1.05934430532837","large","0.227177282271773","0.750070409528172","10.5575418621837","large","0","0.99367419871424","4.43351184985709","large","0","-0.364901171210715","-3.75568267777605","large","0.0016998300169983","0.215363124642734","3.31854198256015","large","0.0113988601139886"
"D3","D5","-0.46290592033006","-1.16150861010246","large","0.187981201879812","0.22318133070606","3.28051602955789","large","0.0162983701629837","-0.982271462230891","-6.06607135517282","large","0","0.708962050666822","5.99494074107691","large","0","-0.234508298899619","-1.39362880192624","large","0.163183681631837","-0.420029867047484","-3.27715858266481","large","0.0162983701629837"
"D3","D6","-0.997401322290701","-5.55642333828597","large","0","0.0904365116170183","1.7507404622696","large","0.111488851114889","-0.9405360070451","-4.69915819949361","large","0","0.926150816840555","8.58469545875684","large","0","0.0336293728065415","0.063467573361619","negligible","0.515848415158484","-0.066992592820549","-0.562697706733756","medium","0.326867313268673"
"D3","D7","-0.998253620140976","-6.35275973587638","large","0","0.340844116939474","6.57197768271579","large","0","-0.981111127637078","-4.8512795827181","large","0","0.998260702740198","9.26894466929511","large","0","-0.283878246436175","-2.26283758276099","large","0.0598940105989401","-0.437056403616181","-4.43997451094613","large","0.001999800019998"
"D3","D0_vs_D1","-0.961307580966192","-12.1156590542917","large","0","0.439713328805154","9.99124652288311","large","0","-0.996462490560657","-65.5502629288312","large","0","0.705062184258449","6.408826813854","large","0","0.861313763019272","6.00132117136107","large","0","-0.585663280209806","-9.89135627611058","large","0"
"D3","D0_vs_D3","-0.989216527764926","-9.53382943042121","large","0","0.530885145651561","11.6375769557279","large","0","-0.995610773718469","-18.9922302200643","large","0","-0.664519532820187","-8.69241791661763","large","0","0.207799081279344","1.23734593572691","large","0.18958104189581","-0.625592542835897","-11.3085160617276","large","0"
"D3","D0_vs_D5","-0.994288074482843","-12.0756165079551","large","0","0.597319467467189","12.1188320744081","large","0","-0.995420652914555","-17.4323341089543","large","0","-0.898515662523933","-7.11079256704085","large","0","0.130264096278017","0.679889979595371","medium","0.34046595340466","-0.647765682409812","-11.5411586142436","large","0"
"D3","D0_vs_D6","-0.994865946556653","-15.5095215578488","large","0","0.658013190287242","13.9977651230881","large","0","-0.995235083655115","-23.6676039456089","large","0","-0.868651941757285","-8.62819833383802","large","0","-0.159213016152436","-1.16835912491581","large","0.1998800119988","-0.669390415322934","-13.3032229996758","large","0"
"D3","D0_vs_D7","-0.996016251975624","-17.4717912761465","large","0","0.713236184146022","15.4151906318964","large","0","-0.994478001657112","-16.7733263557119","large","0","-0.928896568982701","-12.0875742398026","large","0","-0.293825424547326","-2.78020813885124","large","0.037996200379962","-0.684694469834233","-14.4483916016556","large","0"
"D3","D1_vs_D3","-0.991447818354375","-8.79305333274779","large","0","0.28731563254696","5.17518464466734","large","0.0002999700029997","-0.988406978374799","-10.2845182235702","large","0","-0.690301287321841","-2.52125872857874","large","0","-0.115116622854253","-0.714638763125196","medium","0.286271372862714","-0.46408584917613","-4.75672463811326","large","0.0013998600139986"
"D3","D1_vs_D5","-0.998059962518017","-11.4890227954844","large","0","0.391985321233216","6.80882275402123","large","0","-0.988372998685366","-9.1838066886562","large","0","-0.935014352028688","-5.94153506873112","large","0","0.0639552712271294","0.44282367759749","small","0.3995600439956","-0.493795603761841","-5.20571478316411","large","0.0004999500049995"
"D3","D1_vs_D6","-0.998183894398448","-14.3080280990308","large","0","0.407330472797319","7.8320472684752","large","0","-0.986750817063246","-11.8175608797138","large","0","-0.928488630289968","-6.54292813540995","large","0","-0.0823646014876834","-0.475476782340264","small","0.338866113388661","-0.501242616579826","-5.96578240103567","large","0"
"D3","D1_vs_D7","-0.99851795870288","-13.291159961176","large","0","0.473166608454595","9.68961116917233","large","0","-0.988398434933299","-9.0002773160882","large","0","-0.941911510658295","-8.22860346138896","large","0","-0.0613125217067602","-0.498608999378586","small","0.33036696330367","-0.5342386049131","-7.31587984081656","large","0"
"D3","D3_vs_D5","-0.867374800515897","-3.67956022807756","large","0.0005999400059994","0.114850746604048","1.98170288632971","large","0.0827917208279172","-0.972049201256785","-6.80636721783949","large","0","0.674155264878384","5.8377530603275","large","0","-0.0989566867812903","-0.54934439876138","medium","0.334366563343666","-0.269629546646492","-1.96150777072148","large","0.084991500849915"
"D3","D3_vs_D6","-0.995839241846188","-4.99804535176857","large","0","0.0868906004190108","1.66955648370786","large","0.119288071192881","-0.947174055488353","-5.08172458643177","large","0","0.885038639498978","8.18395159684509","large","0","-0.0217131172517856","-0.182697893266485","negligible","0.416458354164584","-0.125722251235162","-0.885753214838813","large","0.252074792520748"
"D3","D3_vs_D7","-0.997417675316249","-5.02041988263481","large","0","0.212907314698129","4.16803441422611","large","0.0057994200579942","-0.970122135955042","-5.77993964607008","large","0","0.930261120936894","8.60588667501507","large","0","-0.192096131904212","-1.48352897232534","large","0.147485251474853","-0.318841525225222","-2.87159582493183","large","0.0321967803219678"
"D3","D5_vs_D6","-0.994520579615748","-4.14376277586589","large","0","0.128139269083898","2.48065260879124","large","0.0503949605039496","-0.973324686136038","-7.17205206637941","large","0","0.864895804267825","7.89529957696188","large","0","-0.0389413781975476","-0.202577936953796","small","0.408859114088591","-0.237328728873362","-1.79599328400435","large","0.107389261073893"
"D3","D5_vs_D7","-0.997023812183589","-5.74134236283523","large","0","0.232654124491385","4.75229876624734","large","0.0012998700129987","-0.973713255833357","-6.30339428521986","large","0","0.967055515680458","8.96308129250927","large","0","-0.229362746706543","-1.92916009776844","large","0.0938906109389061","-0.359727205128419","-3.43735778892469","large","0.0162983701629837"
"D3","D6_vs_D7","-0.997984709180984","-9.71039754986351","large","0","0.242891642674977","4.79022956796923","large","0.0012998700129987","-0.970204853060844","-6.2356353618052","large","0","0.986418908078802","9.15616403836684","large","0","-0.215052148361368","-1.64761996357484","large","0.127887211278872","-0.334428832239427","-3.04970330935897","large","0.0293970602939706"
"D5","D6","-0.995161596808336","-5.54346279416957","large","0","-0.145943434168663","-1.95423131775248","large","0.0851914808519148","0.70186096008461","4.06596933703484","large","0.0023997600239976","0.746255829081235","5.07552216172835","large","0","0.260251304696238","1.65441292218509","large","0.120687931206879","0.378386357396875","3.07401978119244","large","0.0200979902009799"
"D5","D7","-0.996748465631762","-6.34301708596776","large","0","0.151467505718367","1.92487671870742","large","0.0875912408759124","0.0614295322408988","0.464464430019633","small","0.362963703629637","0.994023812826516","6.75672787969479","large","0","-0.0644944255641006","-0.594194233448381","medium","0.342865713428657","-0.0293576092996687","-0.266959360573423","small","0.429457054294571"
"D5","D0_vs_D1","-0.927959699243778","-11.3824874509928","large","0","0.278742011048605","3.8928193329585","large","0","-0.800462424740582","-21.8416268284687","large","0","-0.0132226733915675","0.145995431740963","negligible","0.52024797520248","0.893836836534412","7.11486101654426","large","0","-0.285589556688229","-3.81345273585426","large","0"
"D5","D0_vs_D3","-0.979922563581969","-9.4311796784475","large","0","0.396107646621286","5.43497190253461","large","0","-0.752420287634847","-11.1505992977206","large","0","-0.902362452790651","-12.9531814120443","large","0","0.393576771115241","2.81409320860649","large","0.0263973602639736","-0.354436658215368","-5.15459673246803","large","0"
"D5","D0_vs_D5","-0.98936513036847","-12.0078858545702","large","0","0.481628662582463","6.29245953309869","large","0","-0.741696289615948","-10.2654056491902","large","0","-0.970464206531529","-7.69469552533409","large","0","0.334224383551782","2.22627069781757","large","0.0611938806119388","-0.392668177933524","-5.79080922577623","large","0"
"D5","D0_vs_D6","-0.990441053741456","-15.427589904407","large","0","0.55975979565013","7.49898501387834","large","0","-0.731229027066873","-11.79905291035","large","0","-0.961772730480146","-9.5973995390957","large","0","0.0895533401369055","0.691629845646417","medium","0.309069093090691","-0.429954120233749","-6.91357648216747","large","0"
"D5","D0_vs_D7","-0.99258277427518","-17.4003289752568","large","0","0.630848449980455","8.60473357065814","large","0","-0.688524884860547","-8.61272038977326","large","0","-0.979306203246172","-12.7799932506541","large","0","-0.0774889206015413","-0.770242740984409","medium","0.286071392860714","-0.456341779945447","-7.82357991900067","large","0"
"D5","D1_vs_D3","-0.984076939274995","-8.72225165554817","large","0","0.0825601963186501","0.947130002848874","large","0.251374862513749","-0.346081342060776","-2.28362356456876","large","0.045995400459954","-0.909865921751024","-3.33427718678756","large","0","0.134923628501727","0.945838061238025","large","0.250974902509749","-0.075962501559115","-0.619315174535165","medium","0.333866613338666"
"D5","D1_vs_D5","-0.996387900080418","-11.4688018595637","large","0","0.217301665368811","2.40245772634652","large","0.0421957804219578","-0.344164675842977","-2.02929758254855","large","0.0733926607339266","-0.981086710278341","-6.24439440896275","large","0","0.283465528265611","2.01735138587521","large","0.081991800819918","-0.12718885425846","-1.00283267733321","large","0.241575842415758"
"D5","D1_vs_D6","-0.996618645279673","-14.2842203037387","large","0","0.237055505190979","2.9257184627035","large","0.0164983501649835","-0.252663524239455","-1.6220146928508","large","0.118588141185881","-0.979187477605586","-6.90756528181275","large","0","0.165799725750111","1.23924181077274","large","0.187181281871813","-0.140029192742914","-1.33310912233245","large","0.174082591740826"
"D5","D1_vs_D7","-0.997240629987896","-13.2734003902533","large","0","0.321806475088645","4.27614044645731","large","9.99900009999e-05","-0.345599438724384","-2.08587962345001","large","0.0684931506849315","-0.983094045182128","-8.58186704396477","large","0","0.184508455900329","1.25718546914248","large","0.181381861813819","-0.196921757477754","-2.26810134127289","large","0.0544945505449455"
"D5","D3_vs_D5","-0.753068960347497","-3.06639478128693","large","0.0066993300669933","-0.122386799385971","-1.66320024407558","large","0.121787821217878","0.365723393739748","2.02565860240441","large","0.0707929207079292","-0.106820157077103","-0.489068057146338","small","0.34976502349765","0.15043850848203","0.96192025351715","large","0.24997500249975","0.205923336178821","1.677566073625","large","0.11998800119988"
"D5","D3_vs_D6","-0.992253204212623","-4.978709365101","large","0","-0.14926002333301","-2.23632624561487","large","0.0653934606539346","0.664397145512455","3.94151617789354","large","0.0031996800319968","0.604995290942573","4.11122817242005","large","0","0.217518179381131","1.46731498863081","large","0.147285271472853","0.336629424948895","2.90003367011497","large","0.0298970102989701"
"D5","D3_vs_D7","-0.995192044035678","-5.00860611980889","large","0","-0.0130531209345324","-0.137379540367449","negligible","0.460953904609539","0.406633026295561","2.11277100599121","large","0.0642935706429357","0.760378743655628","5.10861435467097","large","0","0.0524965514713671","0.288155301878951","small","0.423457654234577","0.148553303775189","1.21541827212015","large","0.185881411858814"
"D5","D5_vs_D6","-0.989798024979871","-4.12397616065934","large","0","-0.109010600262151","-1.66973294293796","large","0.116788321167883","0.335395344942483","2.02904074522439","large","0.0725927407259274","0.535784951612928","3.41902875899451","large","0.0014998500149985","0.203491146393639","1.44786951761396","large","0.150884911508849","0.239554241900617","2.19363274691025","large","0.064993500649935"
"D5","D5_vs_D7","-0.994458721611231","-5.72639281430774","large","0","0.0121943436219611","0.243837164638478","small","0.435456454354565","0.325571183075373","1.76328000696913","large","0.100789921007899","0.886803475646306","5.99549830202766","large","0","0.00667700941147843","-0.0871665285709331","negligible","0.531246875312469","0.0941827645998293","0.740197477530856","medium","0.295270472952705"
"D5","D6_vs_D7","-0.996247788059301","-9.69308478747903","large","0","0.0253731182681696","0.201990454723196","small","0.442855714428557","0.404985724510357","2.41551706925946","large","0.0428957104289571","0.953335666526255","6.48169102811727","large","0","0.0247865517405199","0.224242443167499","small","0.437356264373563","0.12861289514099","1.31982260890062","large","0.163683631636836"
"D6","D7","-0.327973664154233","-1.73332087423455","large","0.108889111088891","0.27530525193753","5.16977351351496","large","9.99900009999e-05","-0.682347729705137","-3.11682533870936","large","0.001999800019998","0.976447982423222","9.5856249322305","large","0","-0.307960971861647","-2.81763323061042","large","0.0205979402059794","-0.396635447851761","-4.44452999534661","large","0.0005999400059994"
"D6","D0_vs_D1","0.932837548693248","5.18662273437545","large","0","0.384004878877756","8.93086084656241","large","0","-0.940510058885112","-48.4163782570872","large","0","-0.749611005378307","-9.19214497238393","large","0","0.856487528616736","8.60001103207266","large","0","-0.555912722019256","-11.5219898535881","large","0"
"D6","D0_vs_D3","0.759012899310278","4.16683829921505","large","0.0001999800019998","0.484241770541571","10.7920713370422","large","0","-0.926186822252925","-16.9340281923862","large","0","-0.975225041532822","-14.3677124195415","large","0","0.180230755749094","1.56380786356199","large","0.137286271372863","-0.598709019582209","-13.0699109305585","large","0"
"D6","D0_vs_D5","0.545043488138445","2.94756160542488","large","0.0190980901909809","0.557281555739782","11.2856257985661","large","0","-0.922989579779516","-15.5447796954283","large","0","-0.992505464573915","-7.8833466321663","large","0","0.0999975793470901","0.784307808358961","medium","0.28977102289771","-0.622474253816465","-12.9483805132085","large","0"
"D6","D0_vs_D6","0.493835088010986","2.67856432968824","large","0.0277972202779722","0.624009962932064","13.439918573772","large","0","-0.919868880172592","-20.3492032946266","large","0","-0.990300053189196","-9.90771802024997","large","0","-0.187488155083133","-1.68964674176196","large","0.117188281171883","-0.645651704227598","-15.3598768208033","large","0"
"D6","D0_vs_D7","0.347680201308532","1.86386426235142","large","0.0944905509449055","0.684723694918993","15.0525027008219","large","0","-0.907137108214788","-14.5259387999684","large","0","-0.994749069699539","-13.000939423601","large","0","-0.317573632611725","-3.84956615958011","large","0.0023997600239976","-0.662054633500758","-16.7742584847074","large","0"
"D6","D1_vs_D3","0.696138620883022","3.75237133388954","large","0.0042995700429957","0.216454511910931","3.70277852609855","large","0.0040995900409959","-0.805041319139239","-7.69944804640062","large","0","-0.977129003043186","-3.59955984637611","large","0","-0.144874695834599","-0.985700952349682","large","0.242675732426757","-0.425605684692282","-4.78862585769513","large","0.0002999700029997"
"D6","D1_vs_D5","-0.253452063315999","-1.65577776513167","large","0.118288171182882","0.33153134824298","5.49182268539123","large","0","-0.804469886113226","-6.91454643903414","large","0","-0.995200862980231","-6.34286708372434","large","0","0.0313812294861037","0.483571832001577","small","0.356464353564644","-0.457448684390994","-5.2993799080135","large","0"
"D6","D1_vs_D6","-0.301142425221289","-2.20615405829532","large","0.0563943605639436","0.348402244843484","6.54463029484808","large","0","-0.777189820623","-8.16135260356214","large","0","-0.994718943760301","-7.02591194385551","large","0","-0.113224104404733","-0.711787626300009","medium","0.313168683131687","-0.465430413968573","-6.27416709746106","large","0"
"D6","D1_vs_D7","-0.429694074098983","-3.50545428032563","large","0.008999100089991","0.420784367145159","8.58314350097805","large","0","-0.804897644941195","-6.82803025964003","large","0","-0.995710212511149","-8.69630337674161","large","0","-0.0928799928631159","-0.759751880844948","medium","0.298270172982702","-0.500795608370431","-7.95327215087545","large","0"
