"Bin ID","Dilution treatment","Assembly process","Relative importance","Relative importance (%)","Rank within group-process","Family","Phylum"
"Bin4","D5","HoS",0,0,70,"MSBL8","Cloacimonadota"
"Bin4","D6","DL",0,0,27,"MSBL8","Cloacimonadota"
"Bin4","D6","DR",0,0,95,"MSBL8","Cloacimonadota"
"Bin4","D6","HoS",0,0,83,"MSBL8","Cloacimonadota"
"Bin4","D7","DL",0,0,26,"MSBL8","Cloacimonadota"
"Bin4","D7","DR",0,0,95,"MSBL8","Cloacimonadota"
"Bin4","D7","HoS",0,0,73,"MSBL8","Cloacimonadota"
"Bin5","D0","DL",0,0,67,"Sulfurovaceae","Campilobacterota"
"Bin5","D0","DR",0,0,99,"Sulfurovaceae","Campilobacterota"
"Bin5","D0","HoS",0.00188841699258926,0.188841699258926,25,"Sulfurovaceae","Campilobacterota"
"Bin5","D1","DL",0.00514578009684505,0.514578009684505,14,"Sulfurovaceae","Campilobacterota"
"Bin5","D1","DR",0.000105930015928921,0.0105930015928921,84,"Sulfurovaceae","Campilobacterota"
"Bin5","D1","HoS",0,0,82,"Sulfurovaceae","Campilobacterota"
"Bin5","D3","DL",0,0,11,"Sulfurovaceae","Campilobacterota"
"Bin5","D3","DR",5.88172427913808e-05,0.00588172427913808,44,"Sulfurovaceae","Campilobacterota"
"Bin5","D3","HoS",5.6847008505078e-06,0.00056847008505078,65,"Sulfurovaceae","Campilobacterota"
"Bin5","D5","DL",0,0,17,"Sulfurovaceae","Campilobacterota"
"Bin5","D5","DR",6.63825262512813e-05,0.00663825262512813,38,"Sulfurovaceae","Campilobacterota"
"Bin5","D5","HoS",0,0,70,"Sulfurovaceae","Campilobacterota"
"Bin5","D6","DL",0,0,27,"Sulfurovaceae","Campilobacterota"
"Bin5","D6","DR",3.63735784654492e-05,0.00363735784654492,48,"Sulfurovaceae","Campilobacterota"
"Bin5","D6","HoS",9.18825917780742e-07,9.18825917780742e-05,65,"Sulfurovaceae","Campilobacterota"
"Bin5","D7","DL",1.65010554320651e-05,0.00165010554320651,17,"Sulfurovaceae","Campilobacterota"
"Bin5","D7","DR",0.0001128007896651,0.01128007896651,31,"Sulfurovaceae","Campilobacterota"
"Bin5","D7","HoS",0,0,73,"Sulfurovaceae","Campilobacterota"
"Bin6","D0","DL",0,0,67,"Arcobacteraceae","Campilobacterota"
"Bin6","D0","DR",0,0,99,"Arcobacteraceae","Campilobacterota"
"Bin6","D0","HoS",8.38310143287232e-05,0.00838310143287232,50,"Arcobacteraceae","Campilobacterota"
"Bin6","D1","DL",0.00121055087499632,0.121055087499632,30,"Arcobacteraceae","Campilobacterota"
"Bin6","D1","DR",0.00477974696538219,0.477974696538219,5,"Arcobacteraceae","Campilobacterota"
"Bin6","D1","HoS",0,0,82,"Arcobacteraceae","Campilobacterota"
"Bin6","D3","DL",0,0,11,"Arcobacteraceae","Campilobacterota"
"Bin6","D3","DR",0,0,102,"Arcobacteraceae","Campilobacterota"
"Bin6","D3","HoS",0.00812781468673691,0.812781468673691,5,"Arcobacteraceae","Campilobacterota"
"Bin6","D5","DL",0.000323662355241268,0.0323662355241268,5,"Arcobacteraceae","Campilobacterota"
"Bin6","D5","DR",0.000630109582250221,0.0630109582250221,16,"Arcobacteraceae","Campilobacterota"
"Bin6","D5","HoS",0.00840627051595853,0.840627051595853,7,"Arcobacteraceae","Campilobacterota"
"Bin6","D6","DL",1.74684510057251e-05,0.00174684510057251,21,"Arcobacteraceae","Campilobacterota"
"Bin6","D6","DR",0.000764353805862061,0.0764353805862061,18,"Arcobacteraceae","Campilobacterota"
"Bin6","D6","HoS",0.000975251733542652,0.0975251733542652,20,"Arcobacteraceae","Campilobacterota"
"Bin6","D7","DL",0.00135939669351141,0.135939669351141,8,"Arcobacteraceae","Campilobacterota"
"Bin6","D7","DR",0.0050602252184772,0.50602252184772,8,"Arcobacteraceae","Campilobacterota"
"Bin6","D7","HoS",0.00233615275534801,0.233615275534801,17,"Arcobacteraceae","Campilobacterota"
"Bin7","D0","DL",0,0,67,"Spirochaetaceae","Spirochaetota"
"Bin7","D0","DR",0,0,99,"Spirochaetaceae","Spirochaetota"
"Bin7","D0","HoS",5.28441409819191e-06,0.000528441409819191,62,"Spirochaetaceae","Spirochaetota"
"Bin7","D1","DL",0.000735330426586028,0.0735330426586028,37,"Spirochaetaceae","Spirochaetota"
"Bin7","D1","DR",0.000152074651000949,0.0152074651000949,76,"Spirochaetaceae","Spirochaetota"
"Bin7","D1","HoS",1.23003197325955e-05,0.00123003197325955,71,"Spirochaetaceae","Spirochaetota"
"Bin7","D3","DL",0,0,11,"Spirochaetaceae","Spirochaetota"
"Bin7","D3","DR",8.42304905704112e-05,0.00842304905704112,36,"Spirochaetaceae","Spirochaetota"
"Bin7","D3","HoS",5.61236346499782e-06,0.000561236346499782,66,"Spirochaetaceae","Spirochaetota"
"Bin7","D5","DL",9.27747526191119e-05,0.00927747526191119,9,"Spirochaetaceae","Spirochaetota"
"Bin7","D5","DR",8.07094661145294e-05,0.00807094661145294,36,"Spirochaetaceae","Spirochaetota"
"Bin7","D5","HoS",7.83370774170549e-05,0.00783370774170549,38,"Spirochaetaceae","Spirochaetota"
"Bin7","D6","DL",2.25366389504261e-05,0.00225366389504261,20,"Spirochaetaceae","Spirochaetota"
"Bin7","D6","DR",0.000100571761883812,0.0100571761883812,41,"Spirochaetaceae","Spirochaetota"
"Bin7","D6","HoS",2.39648825725304e-05,0.00239648825725304,47,"Spirochaetaceae","Spirochaetota"
"Bin7","D7","DL",4.06254175288137e-06,0.000406254175288137,22,"Spirochaetaceae","Spirochaetota"
"Bin7","D7","DR",3.48525967721445e-05,0.00348525967721445,42,"Spirochaetaceae","Spirochaetota"
"Bin7","D7","HoS",1.57659881936143e-06,0.000157659881936143,48,"Spirochaetaceae","Spirochaetota"
"Bin8","D0","DL",0,0,67,"Spirochaetaceae","Spirochaetota"
"Bin8","D0","DR",0.000549916041809797,0.0549916041809797,56,"Spirochaetaceae","Spirochaetota"
"Bin8","D0","HoS",0,0,66,"Spirochaetaceae","Spirochaetota"
"Bin8","D1","DL",0.00958401700192548,0.958401700192548,6,"Spirochaetaceae","Spirochaetota"
"Bin8","D1","DR",7.28571882858591e-05,0.00728571882858591,87,"Spirochaetaceae","Spirochaetota"
"Bin8","D1","HoS",0,0,82,"Spirochaetaceae","Spirochaetota"
"Bin8","D3","DL",0,0,11,"Spirochaetaceae","Spirochaetota"
"Bin8","D3","DR",0.00135419702631825,0.135419702631825,11,"Spirochaetaceae","Spirochaetota"
"Bin8","D3","HoS",1.80661944943499e-05,0.00180661944943499,56,"Spirochaetaceae","Spirochaetota"
"Bin8","D5","DL",0,0,17,"Spirochaetaceae","Spirochaetota"
"Bin8","D5","DR",0.000297261519974403,0.0297261519974403,20,"Spirochaetaceae","Spirochaetota"
"Bin8","D5","HoS",5.50853885867412e-05,0.00550853885867412,42,"Spirochaetaceae","Spirochaetota"
"Bin8","D6","DL",0,0,27,"Spirochaetaceae","Spirochaetota"
"Bin8","D6","DR",0.000300302973956279,0.0300302973956279,27,"Spirochaetaceae","Spirochaetota"
"Bin8","D6","HoS",0.000144490850856858,0.0144490850856858,34,"Spirochaetaceae","Spirochaetota"
"Bin8","D7","DL",0,0,26,"Spirochaetaceae","Spirochaetota"
"Bin8","D7","DR",0.000160928641467834,0.0160928641467834,27,"Spirochaetaceae","Spirochaetota"
"Bin8","D7","HoS",2.19645642377099e-05,0.00219645642377099,34,"Spirochaetaceae","Spirochaetota"
"Bin9","D0","DL",0,0,67,"Spirochaetaceae","Spirochaetota"
"Bin9","D0","DR",0,0,99,"Spirochaetaceae","Spirochaetota"
"Bin9","D0","HoS",0.00236693441017459,0.236693441017459,22,"Spirochaetaceae","Spirochaetota"
"Bin9","D1","DL",0,0,74,"Spirochaetaceae","Spirochaetota"
"Bin9","D1","DR",0,0,102,"Spirochaetaceae","Spirochaetota"
"Bin9","D1","HoS",0.0138503605645138,1.38503605645138,12,"Spirochaetaceae","Spirochaetota"
"Bin9","D3","DL",0,0,11,"Spirochaetaceae","Spirochaetota"
"Bin9","D3","DR",0,0,102,"Spirochaetaceae","Spirochaetota"
"Bin9","D3","HoS",0.00366715639397138,0.366715639397138,12,"Spirochaetaceae","Spirochaetota"
"Bin9","D5","DL",0.00911109413327058,0.911109413327058,3,"Spirochaetaceae","Spirochaetota"
"Bin9","D5","DR",0.00388251951084536,0.388251951084536,9,"Spirochaetaceae","Spirochaetota"
"Bin9","D5","HoS",0.000940819125844505,0.0940819125844505,21,"Spirochaetaceae","Spirochaetota"
"Bin9","D6","DL",0,0,27,"Spirochaetaceae","Spirochaetota"
"Bin9","D6","DR",0.00308899530825311,0.308899530825311,8,"Spirochaetaceae","Spirochaetota"
"Bin9","D6","HoS",0.00292783424162114,0.292783424162114,13,"Spirochaetaceae","Spirochaetota"
"Bin9","D7","DL",0,0,26,"Spirochaetaceae","Spirochaetota"
"Bin9","D7","DR",3.65348901226182e-05,0.00365348901226182,40,"Spirochaetaceae","Spirochaetota"
"Bin9","D7","HoS",0.0016217955935623,0.16217955935623,18,"Spirochaetaceae","Spirochaetota"
"Bin10","D0","DL",0.00101057136524709,0.101057136524709,48,"Spirochaetaceae","Spirochaetota"
"Bin10","D0","DR",0.000391724547026036,0.0391724547026036,67,"Spirochaetaceae","Spirochaetota"
"Bin10","D0","HoS",0.000429630059286781,0.0429630059286781,39,"Spirochaetaceae","Spirochaetota"
"Bin10","D1","DL",0.00138025918925612,0.138025918925612,28,"Spirochaetaceae","Spirochaetota"
"Bin10","D1","DR",0.000156490149748933,0.0156490149748933,74,"Spirochaetaceae","Spirochaetota"
"Bin10","D1","HoS",0,0,82,"Spirochaetaceae","Spirochaetota"
"Bin10","D3","DL",0,0,11,"Spirochaetaceae","Spirochaetota"
"Bin10","D3","DR",2.68820778843893e-05,0.00268820778843893,55,"Spirochaetaceae","Spirochaetota"
"Bin10","D3","HoS",1.87276628595733e-06,0.000187276628595733,78,"Spirochaetaceae","Spirochaetota"
"Bin10","D5","DL",0,0,17,"Spirochaetaceae","Spirochaetota"
"Bin10","D5","DR",1.30451225278308e-05,0.00130451225278308,56,"Spirochaetaceae","Spirochaetota"
"Bin10","D5","HoS",3.52001789857195e-06,0.000352001789857195,51,"Spirochaetaceae","Spirochaetota"
"Bin10","D6","DL",0,0,27,"Spirochaetaceae","Spirochaetota"
"Bin10","D6","DR",1.52662170516117e-06,0.000152662170516117,79,"Spirochaetaceae","Spirochaetota"
"Bin10","D6","HoS",4.01742553989783e-08,4.01742553989783e-06,79,"Spirochaetaceae","Spirochaetota"
"Bin10","D7","DL",0,0,26,"Spirochaetaceae","Spirochaetota"
"Bin10","D7","DR",0,0,95,"Spirochaetaceae","Spirochaetota"
"Bin10","D7","HoS",0,0,73,"Spirochaetaceae","Spirochaetota"
"Bin11","D0","DL",0.00132390655526389,0.132390655526389,40,"Leptospiraceae","Spirochaetota"
"Bin11","D0","DR",0.000546973365849318,0.0546973365849318,57,"Leptospiraceae","Spirochaetota"
"Bin11","D0","HoS",0.000307565021609064,0.0307565021609064,42,"Leptospiraceae","Spirochaetota"
"Bin11","D1","DL",0.000337704614719559,0.0337704614719559,47,"Leptospiraceae","Spirochaetota"
"Bin11","D1","DR",0.000210469445585995,0.0210469445585995,65,"Leptospiraceae","Spirochaetota"
"Bin11","D1","HoS",0.000227768540736644,0.0227768540736644,52,"Leptospiraceae","Spirochaetota"
"Bin11","D3","DL",0,0,11,"Leptospiraceae","Spirochaetota"
"Bin11","D3","DR",3.9360718947148e-07,3.9360718947148e-05,100,"Leptospiraceae","Spirochaetota"
"Bin11","D3","HoS",0,0,94,"Leptospiraceae","Spirochaetota"
"Bin11","D5","DL",0,0,17,"Leptospiraceae","Spirochaetota"
"Bin11","D5","DR",0,0,85,"Leptospiraceae","Spirochaetota"
"Bin11","D5","HoS",0,0,70,"Leptospiraceae","Spirochaetota"
"Bin11","D6","DL",0,0,27,"Leptospiraceae","Spirochaetota"
"Bin11","D6","DR",0,0,95,"Leptospiraceae","Spirochaetota"
"Bin11","D6","HoS",0,0,83,"Leptospiraceae","Spirochaetota"
"Bin11","D7","DL",0,0,26,"Leptospiraceae","Spirochaetota"
"Bin11","D7","DR",0,0,95,"Leptospiraceae","Spirochaetota"
"Bin11","D7","HoS",0,0,73,"Leptospiraceae","Spirochaetota"
"Bin12","D0","DL",0,0,67,"uncultured","Firmicutes"
"Bin12","D0","DR",4.96571332222146e-07,4.96571332222146e-05,98,"uncultured","Firmicutes"
"Bin12","D0","HoS",6.56983551273338e-07,6.56983551273338e-05,64,"uncultured","Firmicutes"
"Bin12","D1","DL",0.00024878310292312,0.024878310292312,54,"uncultured","Firmicutes"
"Bin12","D1","DR",1.28551741757193e-05,0.00128551741757193,100,"uncultured","Firmicutes"
"Bin12","D1","HoS",0.000532447001389211,0.0532447001389211,43,"uncultured","Firmicutes"
"Bin12","D3","DL",0,0,11,"uncultured","Firmicutes"
"Bin12","D3","DR",2.94355581712488e-06,0.000294355581712488,85,"uncultured","Firmicutes"
"Bin12","D3","HoS",0,0,94,"uncultured","Firmicutes"
"Bin12","D5","DL",0,0,17,"uncultured","Firmicutes"
"Bin12","D5","DR",0,0,85,"uncultured","Firmicutes"
"Bin12","D5","HoS",0,0,70,"uncultured","Firmicutes"
"Bin12","D6","DL",0,0,27,"uncultured","Firmicutes"
"Bin12","D6","DR",0,0,95,"uncultured","Firmicutes"
"Bin12","D6","HoS",0,0,83,"uncultured","Firmicutes"
"Bin12","D7","DL",0,0,26,"uncultured","Firmicutes"
"Bin12","D7","DR",0,0,95,"uncultured","Firmicutes"
"Bin12","D7","HoS",0,0,73,"uncultured","Firmicutes"
"Bin13","D0","DL",0,0,67,"uncultured","Firmicutes"
"Bin13","D0","DR",0,0,99,"uncultured","Firmicutes"
"Bin13","D0","HoS",0.00461180246283942,0.461180246283942,13,"uncultured","Firmicutes"
"Bin13","D1","DL",0,0,74,"uncultured","Firmicutes"
"Bin13","D1","DR",0,0,102,"uncultured","Firmicutes"
"Bin13","D1","HoS",0.00618432585132194,0.618432585132194,18,"uncultured","Firmicutes"
"Bin13","D3","DL",0,0,11,"uncultured","Firmicutes"
"Bin13","D3","DR",9.43965446320389e-05,0.00943965446320389,35,"uncultured","Firmicutes"
"Bin13","D3","HoS",2.61753762262591e-05,0.00261753762262591,53,"uncultured","Firmicutes"
"Bin13","D5","DL",0,0,17,"uncultured","Firmicutes"
"Bin13","D5","DR",2.26840698850825e-07,2.26840698850825e-05,82,"uncultured","Firmicutes"
"Bin13","D5","HoS",0,0,70,"uncultured","Firmicutes"
"Bin13","D6","DL",0,0,27,"uncultured","Firmicutes"
"Bin13","D6","DR",0,0,95,"uncultured","Firmicutes"
"Bin13","D6","HoS",0,0,83,"uncultured","Firmicutes"
"Bin13","D7","DL",0,0,26,"uncultured","Firmicutes"
"Bin13","D7","DR",0,0,95,"uncultured","Firmicutes"
"Bin13","D7","HoS",0,0,73,"uncultured","Firmicutes"
"Bin14","D0","DL",0.00288278722574915,0.288278722574915,25,"JG30-KF-CM45","Chloroflexi"
"Bin14","D0","DR",0.000495545927156252,0.0495545927156252,59,"JG30-KF-CM45","Chloroflexi"
"Bin14","D0","HoS",0.000374869096450867,0.0374869096450867,40,"JG30-KF-CM45","Chloroflexi"
"Bin14","D1","DL",0,0,74,"JG30-KF-CM45","Chloroflexi"
"Bin14","D1","DR",0.000181457419864108,0.0181457419864108,70,"JG30-KF-CM45","Chloroflexi"
"Bin14","D1","HoS",2.30459186184664e-05,0.00230459186184664,69,"JG30-KF-CM45","Chloroflexi"
"Bin14","D3","DL",0,0,11,"JG30-KF-CM45","Chloroflexi"
"Bin14","D3","DR",0,0,102,"JG30-KF-CM45","Chloroflexi"
"Bin14","D3","HoS",0,0,94,"JG30-KF-CM45","Chloroflexi"
"Bin14","D5","DL",0,0,17,"JG30-KF-CM45","Chloroflexi"
"Bin14","D5","DR",2.91756210449038e-06,0.000291756210449038,69,"JG30-KF-CM45","Chloroflexi"
"Bin14","D5","HoS",0,0,70,"JG30-KF-CM45","Chloroflexi"
"Bin14","D6","DL",0,0,27,"JG30-KF-CM45","Chloroflexi"
"Bin14","D6","DR",4.37657058229638e-06,0.000437657058229638,72,"JG30-KF-CM45","Chloroflexi"
"Bin14","D6","HoS",7.63517292918365e-08,7.63517292918365e-06,77,"JG30-KF-CM45","Chloroflexi"
"Bin14","D7","DL",0,0,26,"JG30-KF-CM45","Chloroflexi"
"Bin14","D7","DR",9.37324907167774e-06,0.000937324907167774,63,"JG30-KF-CM45","Chloroflexi"
"Bin14","D7","HoS",4.47462502955805e-08,4.47462502955805e-06,70,"JG30-KF-CM45","Chloroflexi"
"Bin15","D0","DL",0.00380316854241787,0.380316854241787,21,"uncultured_Chloroflexi_bacterium","Chloroflexi"
"Bin15","D0","DR",0.00125997298793815,0.125997298793815,36,"uncultured_Chloroflexi_bacterium","Chloroflexi"
"Bin15","D0","HoS",0,0,66,"uncultured_Chloroflexi_bacterium","Chloroflexi"
"Bin15","D1","DL",0,0,74,"uncultured_Chloroflexi_bacterium","Chloroflexi"
"Bin15","D1","DR",0.000424775357585721,0.0424775357585721,40,"uncultured_Chloroflexi_bacterium","Chloroflexi"
"Bin15","D1","HoS",4.75991356460576e-06,0.000475991356460576,78,"uncultured_Chloroflexi_bacterium","Chloroflexi"
"Bin15","D3","DL",0,0,11,"uncultured_Chloroflexi_bacterium","Chloroflexi"
"Bin15","D3","DR",1.61248402195752e-06,0.000161248402195752,88,"uncultured_Chloroflexi_bacterium","Chloroflexi"
"Bin15","D3","HoS",0,0,94,"uncultured_Chloroflexi_bacterium","Chloroflexi"
"Bin15","D5","DL",0,0,17,"uncultured_Chloroflexi_bacterium","Chloroflexi"
"Bin15","D5","DR",0,0,85,"uncultured_Chloroflexi_bacterium","Chloroflexi"
"Bin15","D5","HoS",0,0,70,"uncultured_Chloroflexi_bacterium","Chloroflexi"
"Bin15","D6","DL",0,0,27,"uncultured_Chloroflexi_bacterium","Chloroflexi"
"Bin15","D6","DR",0,0,95,"uncultured_Chloroflexi_bacterium","Chloroflexi"
"Bin15","D6","HoS",0,0,83,"uncultured_Chloroflexi_bacterium","Chloroflexi"
"Bin15","D7","DL",0,0,26,"uncultured_Chloroflexi_bacterium","Chloroflexi"
"Bin15","D7","DR",0,0,95,"uncultured_Chloroflexi_bacterium","Chloroflexi"
"Bin15","D7","HoS",0,0,73,"uncultured_Chloroflexi_bacterium","Chloroflexi"
"Bin16","D0","DL",0.0109531641734371,1.09531641734371,7,"uncultured_bacterium","Chloroflexi"
"Bin16","D0","DR",0.00414024782970235,0.414024782970235,11,"uncultured_bacterium","Chloroflexi"
"Bin16","D0","HoS",0,0,66,"uncultured_bacterium","Chloroflexi"
"Bin16","D1","DL",4.87329585106064e-05,0.00487329585106064,67,"uncultured_bacterium","Chloroflexi"
"Bin16","D1","DR",0.00144658403887242,0.144658403887242,11,"uncultured_bacterium","Chloroflexi"
"Bin16","D1","HoS",0,0,82,"uncultured_bacterium","Chloroflexi"
"Bin16","D3","DL",0,0,11,"uncultured_bacterium","Chloroflexi"
"Bin16","D3","DR",0,0,102,"uncultured_bacterium","Chloroflexi"
"Bin16","D3","HoS",0,0,94,"uncultured_bacterium","Chloroflexi"
"Bin16","D5","DL",0,0,17,"uncultured_bacterium","Chloroflexi"
"Bin16","D5","DR",0,0,85,"uncultured_bacterium","Chloroflexi"
"Bin16","D5","HoS",0,0,70,"uncultured_bacterium","Chloroflexi"
"Bin16","D6","DL",0,0,27,"uncultured_bacterium","Chloroflexi"
"Bin16","D6","DR",0,0,95,"uncultured_bacterium","Chloroflexi"
"Bin16","D6","HoS",0,0,83,"uncultured_bacterium","Chloroflexi"
"Bin16","D7","DL",0,0,26,"uncultured_bacterium","Chloroflexi"
"Bin16","D7","DR",7.98390444863156e-07,7.98390444863156e-05,84,"uncultured_bacterium","Chloroflexi"
"Bin16","D7","HoS",0,0,73,"uncultured_bacterium","Chloroflexi"
"Bin17","D0","DL",0.0122449614498756,1.22449614498756,5,"Anaerolineaceae","Chloroflexi"
"Bin17","D0","DR",0.00513299841617408,0.513299841617408,10,"Anaerolineaceae","Chloroflexi"
"Bin17","D0","HoS",0,0,66,"Anaerolineaceae","Chloroflexi"
"Bin17","D1","DL",0.000272044773855855,0.0272044773855855,51,"Anaerolineaceae","Chloroflexi"
"Bin17","D1","DR",0.00126241528349965,0.126241528349965,15,"Anaerolineaceae","Chloroflexi"
"Bin17","D1","HoS",0.000968228402665606,0.0968228402665606,37,"Anaerolineaceae","Chloroflexi"
"Bin17","D3","DL",0,0,11,"Anaerolineaceae","Chloroflexi"
"Bin17","D3","DR",9.10161037826293e-07,9.10161037826293e-05,95,"Anaerolineaceae","Chloroflexi"
"Bin17","D3","HoS",0,0,94,"Anaerolineaceae","Chloroflexi"
"Bin17","D5","DL",0,0,17,"Anaerolineaceae","Chloroflexi"
"Bin17","D5","DR",0,0,85,"Anaerolineaceae","Chloroflexi"
"Bin17","D5","HoS",0,0,70,"Anaerolineaceae","Chloroflexi"
"Bin17","D6","DL",0,0,27,"Anaerolineaceae","Chloroflexi"
"Bin17","D6","DR",7.18019415244988e-07,7.18019415244988e-05,88,"Anaerolineaceae","Chloroflexi"
"Bin17","D6","HoS",0,0,83,"Anaerolineaceae","Chloroflexi"
"Bin17","D7","DL",0,0,26,"Anaerolineaceae","Chloroflexi"
"Bin17","D7","DR",0,0,95,"Anaerolineaceae","Chloroflexi"
"Bin17","D7","HoS",0,0,73,"Anaerolineaceae","Chloroflexi"
"Bin18","D0","DL",0.00608734785506075,0.608734785506075,11,"Anaerolineaceae","Chloroflexi"
"Bin18","D0","DR",0.00251946470570966,0.251946470570966,18,"Anaerolineaceae","Chloroflexi"
"Bin18","D0","HoS",0,0,66,"Anaerolineaceae","Chloroflexi"
